Unnamed: 0,track,artist,track_id,danceability_x,energy_x,key_x,loudness_x,mode_x,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,duration_ms,time_signature,chorus_hit,sections,target,era,track_name,artist_id,artist_name,album_id,duration,release_date,popularity,danceability_y,energy_y,key_y,loudness_y,mode_y,speechiness_y,acousticness_y,instrumentalness_y,liveness_y,valence_y,tempo_y,playlist_id,playlist_name,duration_mins,genre
37671,Metal Wolves,Imperador Belial,1E6Wy0Eif5F5bgdccD9DYh,0.405,0.977,F,-3.968,minor,0.0737,1.33e-06,0.483,0.256,0.295,120.294,161027,4,50.8414,7,0,10s,,,,,,,,,,,,,,,,,,,,,,
37673,Bad Trip,Kromestar,0sfYFm39WVEmvzBkEiP8p8,0.594,0.71,B,-4.897,minor,0.122,0.00773,0.76,0.384,0.339,139.992,279920,4,54.47197,12,0,10s,,,,,,,,,,,,,,,,,,,,,,
37674,Wet The Bed,Chris Brown Featuring Ludacris,2xRGPubKBTHX6iyrpQvtCy,0.58,0.66,F# / Gb,-7.405,minor,0.0429,0.0166,0.0,0.174,0.411,123.801,266307,4,19.48626,12,1,10s,Wet The Bed (feat. Ludacris),7bXgB6jMjp9ATFy66eO08Z,Chris Brown,6df0qvkMXoyHGt9J8cujZb,266306.0,2011-03-22,61.0,0.58,0.66,6.0,-7.405,0.0,0.0429,0.0166,0.0,0.174,0.411,123.801,2xRGPubKBTHX6iyrpQvtCy,2xRGPubKBTHX6iyrpQvtCy,4.438433333333333,TIKTOK PHILIPPINES
37675,Stereo Hearts,Gym Class Heroes Featuring Adam Levine,0qOnSQQF0yzuPWsXrQ9paz,0.646,0.795,A,-3.293,major,0.0976,0.0319,0.0,0.267,0.796,89.99,210960,4,23.34695,8,1,10s,Stereo Hearts (feat. Adam Levine),4IJczjB0fJ04gs4uvP0Fli,Gym Class Heroes,2mumCpGmuE9iDeOvMx6XrB,210960.0,2011-11-11,83.0,0.6459999999999999,0.795,9.0,-3.293,1.0,0.0976,0.0319,0.0,0.267,0.7959999999999999,89.99,0qOnSQQF0yzuPWsXrQ9paz,0qOnSQQF0yzuPWsXrQ9paz,3.516,TIKTOK DANCE
37678,O Holy Night,Joshua Hyslop,5HzVdIpyfj88nEdFs6liur,0.18,0.198,G,-12.43,major,0.0383,0.955,0.000103,0.0983,0.104,179.886,308857,3,41.61629,13,0,10s,,,,,,,,,,,,,,,,,,,,,,
37679,Hold Up,dj funk,4UqHMEGyzhflIKsr4D9wq0,0.902,0.544,A,-4.479,minor,0.432,0.0158,5.14e-05,0.181,0.484,147.812,77973,4,39.29765,4,0,10s,,,,,,,,,,,,,,,,,,,,,,
37680,Hey Baby (Drop It To The Floor),Pitbull Featuring T-Pain,3rfhI32Il2hVRKDkuGeeen,0.595,0.913,A# / Bb,-3.428,minor,0.0884,0.0435,0.0,0.259,0.762,128.021,234453,4,23.09675,14,1,10s,Hey Baby (Drop It to the Floor) (feat. T-Pain),0TnOYISbd1XYRBk9myaseg,Pitbull,4rG0MhkU6UojACJxkMHIXB,234453.0,2011-06-17,72.0,0.595,0.912,10.0,-3.428,0.0,0.0884,0.0434,0.0,0.259,0.762,128.024,3rfhI32Il2hVRKDkuGeeen,3rfhI32Il2hVRKDkuGeeen,3.90755,TIKTOK DANCE
37686,Thanks For Nothing,The Downtown Fiction,0U7TSlCJJF2clwF0XAVY8j,0.617,0.963,C,-3.728,major,0.0387,0.0051,0.0,0.0747,0.79,132.059,201467,4,25.10381,10,0,10s,,,,,,,,,,,,,,,,,,,,,,
37689,Dirty Dancer,Enrique Iglesias With Usher Featuring Lil Wayne,1XS0Gyb2YyUgoxa8O67emr,0.662,0.942,D# / Eb,-3.631,minor,0.072,0.00854,0.0,0.117,0.787,133.03,214760,4,29.47868,10,1,10s,,,,,,,,,,,,,,,,,,,,,,
37691,Hollowed Out,Belmont,5k2pZQTQpaCEOHdP7BN7WF,0.586,0.969,C# / Db,-2.56,major,0.0964,2.42e-05,3.86e-05,0.13,0.485,108.012,180867,4,45.05244,8,0,10s,,,,,,,,,,,,,,,,,,,,,,
37693,Cry Little Sister (The Lost Boys Theme),The Anix,0RWn7jR60SOdZQ91x7GwlV,0.482,0.796,D,-7.626,minor,0.0454,0.00367,0.372,0.103,0.385,92.972,211613,4,21.30323,10,0,10s,,,,,,,,,,,,,,,,,,,,,,
37694,Kamaal,Badshah,5uC2bee3Ft2HMrcWcwnxwY,0.854,0.548,D,-12.436,major,0.245,0.239,1.54e-06,0.119,0.754,100.01,178260,4,27.96007,8,0,10s,,,,,,,,,,,,,,,,,,,,,,
37695,Somebody That I Used To Know,Gotye Featuring Kimbra,4wCmqSrbyCgxEXROQE6vtV,0.864,0.495,C,-7.036,major,0.037,0.591,0.000133,0.0992,0.72,129.062,244973,4,39.56447,8,1,10s,,,,,,,,,,,,,,,,,,,,,,
37699,Beethoven - Schicksal,Wolfgang Mitterer,3jTBVN1NCcKBmv1D9mPzx9,0.335,0.119,C,-20.533,major,0.0436,0.973,0.865,0.106,0.0458,117.348,277000,4,32.97439,18,0,10s,,,,,,,,,,,,,,,,,,,,,,
37701,#thatPOWER,will.i.am Featuring Justin Bieber,01TuObJVd7owWchVRuQbQw,0.797,0.608,F# / Gb,-6.096,minor,0.0583,0.00112,7.66e-05,0.0748,0.403,128.0,279507,4,29.91553,12,1,10s,,,,,,,,,,,,,,,,,,,,,,
37703,Diced Pineapples,Rick Ross Featuring Wale & Drake,27mF2eUbhExYWiOT0y9cuc,0.511,0.734,F# / Gb,-6.025,minor,0.239,0.352,0.0,0.196,0.377,110.771,276160,5,29.68708,11,1,10s,,,,,,,,,,,,,,,,,,,,,,
37707,Punk Rock Surf Babe,Rat Hammer,1f1lkxR5ev5pfvAIajlPGY,0.311,0.927,C# / Db,-8.264,minor,0.106,7.27e-06,0.00229,0.263,0.605,90.748,103375,4,33.95784,6,0,10s,,,,,,,,,,,,,,,,,,,,,,
37708,On Chill,Wale Featuring Jeremih,5z51HY4ei5QhTjcvwq5Msw,0.597,0.733,C# / Db,-6.017,major,0.41,0.134,0.0,0.159,0.639,171.016,214035,4,41.79602,9,1,10s,,,,,,,,,,,,,,,,,,,,,,
37710,The Fighter,Keith Urban Featuring Carrie Underwood,5OUSPcqhYTOzpbXzoEvKim,0.681,0.856,B,-5.166,minor,0.0517,0.0224,0.0,0.188,0.755,132.011,184040,4,37.48897,7,1,10s,,,,,,,,,,,,,,,,,,,,,,
37713,サンホセへの道,Marilyn Scott,3WD03eS7loNzKcjtyP3P7a,0.61,0.556,A# / Bb,-6.222,minor,0.0358,0.716,0.000563,0.118,0.542,156.094,264093,4,58.51753,12,0,10s,,,,,,,,,,,,,,,,,,,,,,
37714,Envy Me,Calboy,7rvyVWja33WG9R97oeJAjx,0.74,0.488,C# / Db,-7.664,minor,0.27,0.234,0.0,0.241,0.584,149.042,120133,4,51.50063,7,1,10s,,,,,,,,,,,,,,,,,,,,,,
37716,Somebody To Love,Jordan Smith,3RWzLyBUqoBSX4jTAHo4TP,0.483,0.853,G# / Ab,-3.969,major,0.0491,0.0755,0.0,0.223,0.39,111.001,216213,3,140.75691,6,1,10s,,,,,,,,,,,,,,,,,,,,,,
37717,Samne Rehni E,Pav Dharia,5Ytv2nGU77J0C3TAjCJKXE,0.671,0.857,D,-1.419,minor,0.0526,0.195,0.0,0.116,0.69,104.736,210286,4,28.59826,12,0,10s,,,,,,,,,,,,,,,,,,,,,,
37719,Cannonball,Lea Michele,0nSr7aFZlWoM4hULnAGTdx,0.564,0.816,E,-3.134,major,0.0466,0.0236,2.33e-05,0.194,0.567,91.985,215427,4,48.68105,8,1,10s,,,,,,,,,,,,,,,,,,,,,,
37720,Despise Your Heroes,No Return,2ySpD46gsllPsNXrd2lEGZ,0.468,0.991,G,-5.999,major,0.148,9.06e-06,0.00711,0.0904,0.059,107.998,338627,4,36.24614,10,0,10s,,,,,,,,,,,,,,,,,,,,,,
37723,Street Lamp Swing,Dirty Honkers,4Vjc2hFx7GT7YtyfRmomgR,0.626,0.619,C# / Db,-8.698,major,0.227,0.0659,0.000607,0.168,0.611,99.792,238000,4,40.35298,7,0,10s,,,,,,,,,,,,,,,,,,,,,,
37726,Don't Matter To Me,Drake Featuring Michael Jackson,6G8kHiVZ1jW7vHMPVRNZU0,0.826,0.318,A# / Bb,-12.391,major,0.0574,0.493,0.0131,0.11,0.138,103.002,245787,4,65.77045,8,1,10s,,,,,,,,,,,,,,,,,,,,,,
37730,Boa Me (feat. Ed Sheeran & Mugeez),Fuse ODG,5iYqXLSwFkrsgXl53pAnhd,0.906,0.597,C,-2.566,major,0.0764,0.165,2.94e-06,0.0775,0.967,124.008,180500,4,54.43556,10,0,10s,,,,,,,,,,,,,,,,,,,,,,
37731,Heavy Metal,Clap Your Hands Say Yeah,2sZ7JL2i1SHnp8ppQzvr8b,0.31,0.968,G,-4.206,major,0.156,0.000389,0.00123,0.114,0.189,163.214,241040,4,59.57906,8,0,10s,,,,,,,,,,,,,,,,,,,,,,
37736,Indie Stadt,Die Türen,7oShQqsqO9Jvh61ak7GLtB,0.526,0.658,C,-5.837,major,0.0669,0.0231,0.00608,0.0983,0.77,150.742,332948,4,51.04168,13,0,10s,,,,,,,,,,,,,,,,,,,,,,
37737,Up Tempo,Tekno,2q8pwL0okH2NEJLs0Mdo0Y,0.881,0.774,B,-1.71,minor,0.053,0.154,0.00381,0.059,0.776,120.986,234055,4,68.45977,10,0,10s,,,,,,,,,,,,,,,,,,,,,,
37739,Human,Rag'n'Bone Man,58zsLZPvfflaiIbNWoA22O,0.602,0.707,B,-4.097,major,0.302,0.393,0.0,0.165,0.554,75.09,200187,4,32.9237,10,1,10s,,,,,,,,,,,,,,,,,,,,,,
37742,Missão Metal,Flageladör,4gLkiQXsdRgzb73lKZEKoh,0.169,0.939,E,-6.5,major,0.0913,0.000794,0.000764,0.122,0.348,94.814,283133,4,66.29583,8,0,10s,,,,,,,,,,,,,,,,,,,,,,
37748,Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",4YkwUfWSIxdKNLDXw0caFO,0.82,0.696,G,-4.918,minor,0.182,0.119,0.0,0.231,0.617,144.981,292910,4,25.67532,17,1,10s,,,,,,,,,,,,,,,,,,,,,,
37751,4321,TroyBoi,4fHCTBW4ZqgpYnFpBZG8En,0.538,0.672,C# / Db,-6.436,major,0.283,0.0267,0.000653,0.123,0.175,128.042,251250,4,45.95074,9,0,10s,,,,,,,,,,,,,,,,,,,,,,
37754,Love's Made a Fool of You,The Bobby Fuller Four,0lqjjDD7fsO4cgLxs9yWaN,0.56,0.911,A,-2.536,major,0.0569,0.134,6.9e-06,0.0589,0.85,149.911,121107,4,30.12321,7,0,10s,,,,,,,,,,,,,,,,,,,,,,
37755,Mo Bamba,Sheck Wes,1xzBco0xcoJEDXktl7Jxrr,0.729,0.625,E,-5.266,major,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4,31.34846,11,1,10s,Mo Bamba,2RDOrhPqAM4jzTRCEb19qX,Sheck Wes,15Id9Jrqab8IwHFirdrrLp,183906.0,2018-10-05,78.0,0.7290000000000001,0.625,4.0,-5.266,1.0,0.0315,0.1939999999999999,0.0098599999999999,0.248,0.261,146.034,1xzBco0xcoJEDXktl7Jxrr,1xzBco0xcoJEDXktl7Jxrr,3.0651,TIKTOK DANCE
37758,"Requiem, K. 626: Lacrimosa",Michael Finnissy,0WSAD2SlfqVQyhHD62XvEu,0.193,0.118,D,-23.74,major,0.041,0.939,0.000856,0.314,0.0381,81.454,188000,4,35.50952,8,0,10s,,,,,,,,,,,,,,,,,,,,,,
37759,Da Bomb,DJ Deeon,7vI3lhlBy9FsQ1YgQnqh5o,0.791,0.792,E,-10.869,minor,0.0496,1.86e-05,0.204,0.0781,0.576,135.031,315023,4,26.10256,17,0,10s,,,,,,,,,,,,,,,,,,,,,,
37761,All The Stars,Kendrick Lamar & SZA,3GCdLUSnKSMJhs4Tj6CV3s,0.698,0.633,G# / Ab,-4.946,major,0.0597,0.0605,0.000194,0.0926,0.552,96.924,232187,4,39.70014,12,1,10s,,,,,,,,,,,,,,,,,,,,,,
37762,The Other Side Of You,Mikkel Metal,5cyljeL31vsIx1bnQ21Kt6,0.171,0.204,A,-19.439,minor,0.0433,0.0373,0.963,0.161,0.0394,119.415,270252,4,144.74569,8,0,10s,,,,,,,,,,,,,,,,,,,,,,
37764,Wings,Little Mix,4awRNvd5iC7QGVQOwSCffw,0.738,0.875,G,-3.141,major,0.127,0.000673,0.000556,0.285,0.538,114.962,219733,4,46.3758,8,1,10s,,,,,,,,,,,,,,,,,,,,,,
37766,Turn Down For What,DJ Snake & Lil Jon,67awxiNHNyjMXhVgsHuIrs,0.818,0.799,C# / Db,-4.1,minor,0.156,0.00107,0.128,0.057,0.0815,100.014,213733,4,78.17706,7,1,10s,,,,,,,,,,,,,,,,,,,,,,
37767,Chandelier,Sia,2s1sdSqGcKxpPr5lCl7jAV,0.399,0.787,C# / Db,-2.88,major,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120,5,23.24157,7,1,10s,,,,,,,,,,,,,,,,,,,,,,
37769,Bloody Mary,The Living End,6WZTmPqFyfbbcSs2O97w6i,0.543,0.839,D,-5.73,minor,0.0423,0.000488,7.14e-05,0.118,0.541,123.016,221693,4,32.66012,9,0,10s,,,,,,,,,,,,,,,,,,,,,,
37771,Our Consciousness,Michel LeBond,6r2WSvaBlk3E8t0Dr2tNEi,0.0704,0.132,C,-19.005,minor,0.0406,0.965,0.905,0.108,0.0321,59.17,226774,4,38.41458,13,0,10s,,,,,,,,,,,,,,,,,,,,,,
37772,Nothin' On You,B.o.B Featuring Bruno Mars,59dLtGBS26x7kc0rHbaPrq,0.688,0.853,A# / Bb,-5.814,major,0.0493,0.386,0.0,0.0862,0.743,103.993,268320,4,30.09171,11,1,10s,,,,,,,,,,,,,,,,,,,,,,
37773,Different Hours,Blue Sky Black Death,56ZOVj6ivgYQh0K9daN2yu,0.534,0.389,C,-12.524,major,0.0274,0.261,0.757,0.0949,0.139,85.49,250267,4,45.82162,10,0,10s,,,,,,,,,,,,,,,,,,,,,,
37776,Strength to Believe,Epic Score,6aNpo6grTqx0bV9g7eF9B1,0.317,0.479,C,-7.924,major,0.0336,0.0998,0.925,0.105,0.298,99.882,124307,3,24.18047,8,0,10s,,,,,,,,,,,,,,,,,,,,,,
37779,Law,Yo Gotti Featuring E-40,7mhk9WyqZZzvTTCQKfh2iV,0.882,0.699,D,-5.572,major,0.249,0.0196,0.0,0.0469,0.42,145.008,257267,4,30.37969,12,1,10s,,,,,,,,,,,,,,,,,,,,,,
37788,Laugh'n A1/2,D-A-D,2PW7sLbinBO85F5QcsMBUN,0.602,0.467,D# / Eb,-12.538,major,0.0328,0.719,0.0,0.142,0.734,130.213,211827,4,37.50951,12,0,10s,,,,,,,,,,,,,,,,,,,,,,
37789,My Type,Saweetie,5KBARWIxeMGkvUax9VtVC9,0.899,0.811,D,-6.294,major,0.258,0.000677,0.0,0.0672,0.587,105.038,126446,4,37.2607,7,1,10s,My Type,6cK3NBO6uP7hh0oyuVELFl,Saweetie,7mdpibDh6Sec6o6zItcSEH,126446.0,2019-03-29,74.0,0.899,0.8109999999999999,2.0,-6.294,1.0,0.258,0.000677,0.0,0.0672,0.5870000000000001,105.038,5KBARWIxeMGkvUax9VtVC9,5KBARWIxeMGkvUax9VtVC9,2.1074333333333333,TIKTOK DANCE
37796,Katchua,Ya Levis,5qPDYV14t6z1G4UjP6i7H6,0.626,0.565,C# / Db,-7.221,minor,0.193,0.259,2.04e-06,0.139,0.546,89.799,229433,4,44.83387,9,0,10s,,,,,,,,,,,,,,,,,,,,,,
37797,All I Want Is You,Miguel Featuring J. Cole,0JXXNGljqupsJaZsgSbMZV,0.684,0.603,B,-8.127,minor,0.0989,0.0275,0.000311,0.191,0.504,81.0,195373,4,26.39306,10,1,10s,Sure Thing,360IAlyVv4PCEVjgyMZrxK,Miguel,493HYe7N5pleudEZRyhE7R,195373.0,2010-11-26,81.0,0.684,0.607,11.0,-8.127,0.0,0.1,0.0267,0.000307,0.191,0.498,81.001,0JXXNGljqupsJaZsgSbMZV,0JXXNGljqupsJaZsgSbMZV,3.2562166666666665,TIKTOK DANCE
37799,La La Land,Bryce Vine Featuring YG,4oM9DGUTrRaXJDypxxHztZ,0.774,0.473,C# / Db,-5.122,minor,0.0569,0.221,0.0,0.222,0.416,97.953,177253,4,35.60507,9,1,10s,,,,,,,,,,,,,,,,,,,,,,
37800,Steady Mobbin',Young Money Featuring Gucci Mane,3cSuhzV7wKX5diQ8hos78P,0.488,0.691,C,-8.09,minor,0.279,0.0219,0.0,0.501,0.697,156.141,310733,4,23.7164,16,1,10s,,,,,,,,,,,,,,,,,,,,,,
37801,Ecstasy,Young Thug Featuring Machine Gun Kelly,7IC0bFfGCYpdVOTcaIP8Wk,0.826,0.691,C# / Db,-6.557,major,0.129,0.000541,0.0,0.157,0.603,162.966,178240,4,34.69552,8,1,10s,,,,,,,,,,,,,,,,,,,,,,
37804,Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,5oyUurs28XRagLa8lgm6V3,0.96,0.547,F# / Gb,-6.992,minor,0.0786,0.0496,0.0,0.216,0.186,121.01,223093,4,32.83406,11,1,10s,,,,,,,,,,,,,,,,,,,,,,
37805,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,78TTtXnFQPzwqlbtbwqN0y,0.582,0.272,D,-5.662,major,0.0501,0.875,0.0,0.13,0.354,205.846,188238,4,45.10799,9,1,10s,,,,,,,,,,,,,,,,,,,,,,
37806,Spoiler - Original Mix,Hyper,3BcEpBfEx2mOyCSJWIHSvu,0.424,0.797,F,-2.321,major,0.0577,0.000969,0.841,0.234,0.223,179.893,272000,4,41.69271,10,0,10s,,,,,,,,,,,,,,,,,,,,,,
37808,Christmas Trap - Remix,Trap City,6aNnkTvqAlvmW5I74vRp2T,0.662,0.846,G,-8.047,major,0.0404,0.0058,0.852,0.134,0.641,180.049,141232,4,22.34402,8,0,10s,,,,,,,,,,,,,,,,,,,,,,
37809,One of Them Days (feat. Twiztid),Lil Wyte,4dDcUsGwqpkHHsGAa6jPBd,0.815,0.739,B,-5.017,minor,0.128,0.146,0.0,0.101,0.202,151.958,246507,4,24.10536,12,0,10s,,,,,,,,,,,,,,,,,,,,,,
37811,The Devil Is A Lie,Rick Ross Featuring Jay-Z,1FfxSgLHUkNCCLdZ7wrCTY,0.68,0.83,F,-3.922,minor,0.0897,0.00169,0.0,0.382,0.638,102.91,310667,4,28.60971,12,1,10s,,,,,,,,,,,,,,,,,,,,,,
37815,You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",4U6ubKsTd8RBDP5tPPhh7I,0.479,0.63,G,-5.628,minor,0.133,0.0314,0.0,0.073,0.227,117.988,275276,5,66.79038,11,1,10s,,,,,,,,,,,,,,,,,,,,,,
37820,Raggarträff och dunka plåt,Raggarkungen,6MXuLwXtPrkcn4Lixd9Ax3,0.663,0.736,C,-6.743,major,0.0307,0.144,2.67e-05,0.155,0.763,125.038,202326,4,68.74665,9,0,10s,,,,,,,,,,,,,,,,,,,,,,
37821,Escapate Conmigo,Wisin Featuring Ozuna,1KSqYYJFyfTecXFk9M0prc,0.744,0.859,B,-3.166,major,0.0795,0.0256,6.27e-05,0.0881,0.787,91.977,232787,4,31.4836,12,1,10s,,,,,,,,,,,,,,,,,,,,,,
37823,Rub-a-Dub Anthem - Dub Axiom,High Tone,6JGVfpWXm8uYXC1F6or4HM,0.863,0.675,C,-6.585,major,0.0567,0.183,0.814,0.733,0.501,137.964,299427,4,43.59654,14,0,10s,,,,,,,,,,,,,,,,,,,,,,
37824,Double Up,Nipsey Hussle Featuring Belly & DOM KENNEDY,4iVD0fTHGxV9JWloujsL3s,0.604,0.436,D,-8.32,major,0.188,0.0544,0.000242,0.162,0.239,107.978,361280,4,37.17617,19,1,10s,,,,,,,,,,,,,,,,,,,,,,
37825,Pound Cake / Paris Morton Music 2,Drake Featuring JAY-Z,4NVNapccSX7E5JLiW0uQEy,0.52,0.762,D,-6.75,major,0.538,0.139,1.11e-05,0.114,0.265,164.096,432853,4,67.22417,13,1,10s,,,,,,,,,,,,,,,,,,,,,,
37826,Really Really,Kevin Gates,10I3CmmwT0BkOVhduDy53o,0.762,0.666,C,-6.055,major,0.0916,0.00427,0.0,0.127,0.278,118.97,232093,4,49.56435,9,1,10s,,,,,,,,,,,,,,,,,,,,,,
37829,Let It Rain,David Nail Featuring Sarah Buxton,0DAjiINHQTnPnnY939Qyhw,0.56,0.619,E,-3.013,major,0.0405,0.385,1.03e-06,0.247,0.561,77.881,222253,4,26.05882,9,1,10s,,,,,,,,,,,,,,,,,,,,,,
37830,Ich finde nur Metal geil,Onkel Tom,1rXWOW6USgQTs1GYmhfeVu,0.447,0.98,C,-2.283,major,0.143,2.67e-05,0.000114,0.154,0.318,180.004,318800,4,35.24247,17,0,10s,,,,,,,,,,,,,,,,,,,,,,
37834,Murder On My Mind,YNW Melly,7eBqSVxrzQZtK2mmgRG6lC,0.759,0.73,C,-7.985,minor,0.0516,0.145,3.06e-06,0.11,0.74,115.007,268434,4,50.80734,11,1,10s,,,,,,,,,,,,,,,,,,,,,,
37838,Shut Up And Dance,WALK THE MOON,0kzw2tRyuL9rzipi5ntlIy,0.578,0.866,C# / Db,-3.804,major,0.0619,0.00701,0.0,0.257,0.619,128.038,199080,4,64.39539,9,1,10s,,,,,,,,,,,,,,,,,,,,,,
37839,Lonely,Idealism,6EUMXzizgZAFOhll8tKXyB,0.425,0.21,G# / Ab,-12.242,minor,0.0451,0.776,0.902,0.0992,0.311,158.846,119902,4,24.92728,6,0,10s,,,,,,,,,,,,,,,,,,,,,,
37840,See You Around,Sleep On It,52VY6bLWwyxl3oUGhCJTRr,0.456,0.95,F,-4.727,minor,0.0719,0.000611,0.000321,0.103,0.542,126.044,203833,4,18.57595,9,0,10s,,,,,,,,,,,,,,,,,,,,,,
37847,Loke,Enslaved,0ZwHCbEO0PDIpnQW3W3cff,0.189,0.995,B,-7.07,major,0.116,2.86e-06,0.88,0.771,0.0336,81.58,261920,4,29.96176,11,0,10s,,,,,,,,,,,,,,,,,,,,,,
37849,MIA,Bad Bunny Featuring Drake,116H0KvKr2Zl4RPuVBruDO,0.817,0.539,F# / Gb,-6.349,minor,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,4,67.97491,9,1,10s,,,,,,,,,,,,,,,,,,,,,,
37850,Waka Waka (This Time For Africa),Shakira Featuring Freshlyground,2Cd9iWfcOpGDHLz6tVA3G4,0.766,0.873,B,-6.381,minor,0.143,0.00627,0.0,0.0764,0.743,126.988,202627,4,22.59228,8,1,10s,,,,,,,,,,,,,,,,,,,,,,
37851,Flicka Da Wrist,Chedda Da Connect,6q5vZHAzu2uSWu7qYKSse0,0.949,0.387,F# / Gb,-8.798,major,0.352,0.043,1.51e-06,0.0578,0.558,125.047,221668,4,35.53649,13,1,10s,,,,,,,,,,,,,,,,,,,,,,
37852,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,7DTlsMOQjGysXHpwwpHuPl,0.546,0.667,C# / Db,-5.236,major,0.274,0.0152,0.0,0.0895,0.471,87.666,269693,4,61.31921,8,1,10s,,,,,,,,,,,,,,,,,,,,,,
37853,Already Callin' You Mine,Parmalee,3jSyE8r8vgg8fmwojoMzql,0.59,0.887,C# / Db,-2.634,major,0.0353,0.0504,0.0,0.132,0.679,120.061,184387,4,25.4772,10,1,10s,,,,,,,,,,,,,,,,,,,,,,
37855,Sketchy Metal,The Hold Steady,5oTBTgFxMm8jEc1wORooJv,0.429,0.562,C,-6.755,major,0.045,0.0187,1.45e-05,0.129,0.358,116.037,255920,4,36.5263,14,0,10s,,,,,,,,,,,,,,,,,,,,,,
37857,City of Holy War,Meridian,0e70M5mF4OVPpC3Y4B2nWy,0.453,0.868,C# / Db,-5.408,minor,0.0641,3.2e-05,3.98e-05,0.0802,0.466,120.027,297613,4,145.63283,8,0,10s,,,,,,,,,,,,,,,,,,,,,,
37863,Thrash Assault,Assaulter,78KJ52xCtKm4aVWsRJFrse,0.168,0.996,E,-3.802,minor,0.293,2.36e-05,0.625,0.18,0.123,200.007,325217,4,52.7675,14,0,10s,,,,,,,,,,,,,,,,,,,,,,
37864,Chains,Nick Jonas,5Eg4TsPcqNbIjd8ADMZosg,0.589,0.611,C,-5.881,minor,0.0459,0.0151,0.0,0.0757,0.121,76.006,203107,4,27.22531,11,1,10s,,,,,,,,,,,,,,,,,,,,,,
