title,artist,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Flossin',Internet Money feat. YoungBoy Never Broke Again,3zDMTxEANpj6hedyCrHXBg,0.713,0.57,2,-8.126,1,0.113,0.0425,0.0,0.131,0.155,159.99,audio_features,3zDMTxEANpj6hedyCrHXBg,spotify:track:3zDMTxEANpj6hedyCrHXBg,https://api.spotify.com/v1/tracks/3zDMTxEANpj6hedyCrHXBg,https://api.spotify.com/v1/audio-analysis/3zDMTxEANpj6hedyCrHXBg,168000,4
Honest,Justin Bieber ,2KdKh9vHbKW0tZLqtpxxI0,0.81,0.655,8,-6.779,0,0.0698,0.127,8.16e-05,0.105,0.809,150.002,audio_features,2KdKh9vHbKW0tZLqtpxxI0,spotify:track:2KdKh9vHbKW0tZLqtpxxI0,https://api.spotify.com/v1/tracks/2KdKh9vHbKW0tZLqtpxxI0,https://api.spotify.com/v1/audio-analysis/2KdKh9vHbKW0tZLqtpxxI0,193322,4
Premonition (Intro),Eminem,7ccTcabbJlCJiIqtrSSwBk,0.847,0.637,1,-5.193,1,0.367,0.0258,0.000648,0.382,0.511,165.979,audio_features,7ccTcabbJlCJiIqtrSSwBk,spotify:track:7ccTcabbJlCJiIqtrSSwBk,https://api.spotify.com/v1/tracks/7ccTcabbJlCJiIqtrSSwBk,https://api.spotify.com/v1/audio-analysis/7ccTcabbJlCJiIqtrSSwBk,173893,4
Franchise,Travis Scott feat. Young Thug ,4jVBIpuOiMj1crqd8LoCrJ,0.835,0.699,8,-5.405,0,0.277,0.00671,0.0,0.195,0.547,154.981,audio_features,4jVBIpuOiMj1crqd8LoCrJ,spotify:track:4jVBIpuOiMj1crqd8LoCrJ,https://api.spotify.com/v1/tracks/4jVBIpuOiMj1crqd8LoCrJ,https://api.spotify.com/v1/audio-analysis/4jVBIpuOiMj1crqd8LoCrJ,202795,4
Getting Older,Billie Eilish,4HOryCnbme0zBnF8LWij3f,0.599,0.128,10,-17.261,1,0.109,0.974,0.121,0.115,0.367,159.679,audio_features,4HOryCnbme0zBnF8LWij3f,spotify:track:4HOryCnbme0zBnF8LWij3f,https://api.spotify.com/v1/tracks/4HOryCnbme0zBnF8LWij3f,https://api.spotify.com/v1/audio-analysis/4HOryCnbme0zBnF8LWij3f,244221,4
Like It's Christmas,Jonas Brothers,03JvXDknsAUhxhDjqtWryS,0.725,0.571,1,-6.007,1,0.103,0.0182,0.0,0.0519,0.609,146.035,audio_features,03JvXDknsAUhxhDjqtWryS,spotify:track:03JvXDknsAUhxhDjqtWryS,https://api.spotify.com/v1/tracks/03JvXDknsAUhxhDjqtWryS,https://api.spotify.com/v1/audio-analysis/03JvXDknsAUhxhDjqtWryS,200880,4
Woods,Mac Miller,3Qa944OTMZkg8DHjET8JQv,0.779,0.362,0,-10.847,1,0.0474,0.135,0.206,0.111,0.46,85.011,audio_features,3Qa944OTMZkg8DHjET8JQv,spotify:track:3Qa944OTMZkg8DHjET8JQv,https://api.spotify.com/v1/tracks/3Qa944OTMZkg8DHjET8JQv,https://api.spotify.com/v1/audio-analysis/3Qa944OTMZkg8DHjET8JQv,286387,4
Without You,The Kid LAROI,1KMkcUvF7m3SDChDOa7i5L,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,audio_features,1KMkcUvF7m3SDChDOa7i5L,spotify:track:1KMkcUvF7m3SDChDOa7i5L,https://api.spotify.com/v1/tracks/1KMkcUvF7m3SDChDOa7i5L,https://api.spotify.com/v1/audio-analysis/1KMkcUvF7m3SDChDOa7i5L,161385,4
Mr. Jones,Pop Smoke feat. Future,3Zg68ElzsOAHABZsfXlljo,0.795,0.582,0,-7.365,0,0.054,0.275,0.0,0.239,0.778,134.055,audio_features,3Zg68ElzsOAHABZsfXlljo,spotify:track:3Zg68ElzsOAHABZsfXlljo,https://api.spotify.com/v1/tracks/3Zg68ElzsOAHABZsfXlljo,https://api.spotify.com/v1/audio-analysis/3Zg68ElzsOAHABZsfXlljo,214925,4
Lotus,Lil Uzi Vert,4SnlSaLJJ7reJMCHM5YUuX,0.802,0.748,8,-5.708,1,0.207,0.24,0.0,0.165,0.516,150.063,audio_features,4SnlSaLJJ7reJMCHM5YUuX,spotify:track:4SnlSaLJJ7reJMCHM5YUuX,https://api.spotify.com/v1/tracks/4SnlSaLJJ7reJMCHM5YUuX,https://api.spotify.com/v1/audio-analysis/4SnlSaLJJ7reJMCHM5YUuX,193861,4
Do It On The Tip,Megan Thee Stallion feat. City Girls ,2993VQSr7a2Dj5hI5xcWG0,0.943,0.528,0,-8.631,1,0.299,0.00291,0.0,0.0858,0.608,97.542,audio_features,2993VQSr7a2Dj5hI5xcWG0,spotify:track:2993VQSr7a2Dj5hI5xcWG0,https://api.spotify.com/v1/tracks/2993VQSr7a2Dj5hI5xcWG0,https://api.spotify.com/v1/audio-analysis/2993VQSr7a2Dj5hI5xcWG0,167370,4
Moth To A Flame,Swedish House Mafia ,0VO8gYVDSwM1Qdd2GsMoYK,0.553,0.659,8,-7.295,1,0.0391,0.0027,0.0,0.105,0.105,120.146,audio_features,0VO8gYVDSwM1Qdd2GsMoYK,spotify:track:0VO8gYVDSwM1Qdd2GsMoYK,https://api.spotify.com/v1/tracks/0VO8gYVDSwM1Qdd2GsMoYK,https://api.spotify.com/v1/audio-analysis/0VO8gYVDSwM1Qdd2GsMoYK,234000,4
Humble,Lil Baby,6heRfvHrUIIPx9TqRg8SCq,0.554,0.614,5,-5.715,1,0.44,0.17,0.0,0.267,0.372,80.028,audio_features,6heRfvHrUIIPx9TqRg8SCq,spotify:track:6heRfvHrUIIPx9TqRg8SCq,https://api.spotify.com/v1/tracks/6heRfvHrUIIPx9TqRg8SCq,https://api.spotify.com/v1/audio-analysis/6heRfvHrUIIPx9TqRg8SCq,191583,4
Livin' The Dream,Morgan Wallen,3O9lWje3TSupR4vObAg9Yu,0.621,0.753,7,-5.904,0,0.0271,0.581,0.00605,0.215,0.438,127.035,audio_features,3O9lWje3TSupR4vObAg9Yu,spotify:track:3O9lWje3TSupR4vObAg9Yu,https://api.spotify.com/v1/tracks/3O9lWje3TSupR4vObAg9Yu,https://api.spotify.com/v1/audio-analysis/3O9lWje3TSupR4vObAg9Yu,239120,4
KEII,Anuel AA,5eEQCfq7MXQr6aHLNRUZLs,0.708,0.797,0,-3.095,0,0.0391,0.4,0.0,0.096,0.51,88.015,audio_features,5eEQCfq7MXQr6aHLNRUZLs,spotify:track:5eEQCfq7MXQr6aHLNRUZLs,https://api.spotify.com/v1/tracks/5eEQCfq7MXQr6aHLNRUZLs,https://api.spotify.com/v1/audio-analysis/5eEQCfq7MXQr6aHLNRUZLs,210000,4
Move Ya Hips,A$AP Ferg feat.  Nicki Minaj ,5esKpsrB3TbGHwFaAjIGMx,0.809,0.68,4,-4.883,1,0.222,0.0535,1.2e-06,0.11,0.0653,143.988,audio_features,5esKpsrB3TbGHwFaAjIGMx,spotify:track:5esKpsrB3TbGHwFaAjIGMx,https://api.spotify.com/v1/tracks/5esKpsrB3TbGHwFaAjIGMx,https://api.spotify.com/v1/audio-analysis/5esKpsrB3TbGHwFaAjIGMx,146009,4
All In,Lil Baby,0zlru783fmr588D5RY9ERU,0.837,0.663,11,-6.434,1,0.334,0.0762,0.0,0.0941,0.293,95.081,audio_features,0zlru783fmr588D5RY9ERU,spotify:track:0zlru783fmr588D5RY9ERU,https://api.spotify.com/v1/tracks/0zlru783fmr588D5RY9ERU,https://api.spotify.com/v1/audio-analysis/0zlru783fmr588D5RY9ERU,156032,4
Last One Standing,"Skylar Grey, Polo G, Mozzy ",5W8HXMOMLtXLz0RGKUtnlZ,0.664,0.692,1,-4.128,0,0.127,0.237,0.0,0.0798,0.233,154.924,audio_features,5W8HXMOMLtXLz0RGKUtnlZ,spotify:track:5W8HXMOMLtXLz0RGKUtnlZ,https://api.spotify.com/v1/tracks/5W8HXMOMLtXLz0RGKUtnlZ,https://api.spotify.com/v1/audio-analysis/5W8HXMOMLtXLz0RGKUtnlZ,257369,4
Kinfolks,Sam Hunt,52lGuLAkIVbm4LZkSf9nj0,0.569,0.807,0,-4.584,1,0.0464,0.0876,0.0,0.164,0.883,76.011,audio_features,52lGuLAkIVbm4LZkSf9nj0,spotify:track:52lGuLAkIVbm4LZkSf9nj0,https://api.spotify.com/v1/tracks/52lGuLAkIVbm4LZkSf9nj0,https://api.spotify.com/v1/audio-analysis/52lGuLAkIVbm4LZkSf9nj0,181933,4
Boyfriends,Harry Styles,6qj02zSeEJGWZ4c0dn5QzJ,0.417,0.202,0,-10.976,1,0.0357,0.935,0.0,0.108,0.323,118.029,audio_features,6qj02zSeEJGWZ4c0dn5QzJ,spotify:track:6qj02zSeEJGWZ4c0dn5QzJ,https://api.spotify.com/v1/tracks/6qj02zSeEJGWZ4c0dn5QzJ,https://api.spotify.com/v1/audio-analysis/6qj02zSeEJGWZ4c0dn5QzJ,194544,4
Feliz Navidad,Jose Feliciano,0oPdaY4dXtc3ZsaG17V972,0.513,0.831,2,-9.004,1,0.0383,0.55,0.0,0.336,0.963,148.837,audio_features,0oPdaY4dXtc3ZsaG17V972,spotify:track:0oPdaY4dXtc3ZsaG17V972,https://api.spotify.com/v1/tracks/0oPdaY4dXtc3ZsaG17V972,https://api.spotify.com/v1/audio-analysis/0oPdaY4dXtc3ZsaG17V972,182067,4
Leave You Alone,Kane Brown,5J8AKBaUq1WHrzrm9YWlP3,0.447,0.538,5,-7.258,1,0.0338,0.119,0.0,0.188,0.453,123.746,audio_features,5J8AKBaUq1WHrzrm9YWlP3,spotify:track:5J8AKBaUq1WHrzrm9YWlP3,https://api.spotify.com/v1/tracks/5J8AKBaUq1WHrzrm9YWlP3,https://api.spotify.com/v1/audio-analysis/5J8AKBaUq1WHrzrm9YWlP3,214239,3
Come Back...Be Here (Taylor's Version),Taylor Swift,4pNApnaUWAL2J4KO2eqokq,0.46,0.632,4,-6.031,1,0.0302,0.0158,0.0,0.0822,0.399,79.846,audio_features,4pNApnaUWAL2J4KO2eqokq,spotify:track:4pNApnaUWAL2J4KO2eqokq,https://api.spotify.com/v1/tracks/4pNApnaUWAL2J4KO2eqokq,https://api.spotify.com/v1/audio-analysis/4pNApnaUWAL2J4KO2eqokq,223333,4
Question...?,Taylor Swift,0heeNYlwOGuUSe7TgUD27B,0.751,0.502,7,-8.763,1,0.167,0.2,0.0,0.296,0.106,108.943,audio_features,0heeNYlwOGuUSe7TgUD27B,spotify:track:0heeNYlwOGuUSe7TgUD27B,https://api.spotify.com/v1/tracks/0heeNYlwOGuUSe7TgUD27B,https://api.spotify.com/v1/audio-analysis/0heeNYlwOGuUSe7TgUD27B,210557,4
25k Jacket,Gunna feat. Lil Baby,6tsVFchreYTt2OPXSOoFCX,0.903,0.537,5,-6.854,0,0.283,0.16,0.0,0.129,0.737,115.013,audio_features,6tsVFchreYTt2OPXSOoFCX,spotify:track:6tsVFchreYTt2OPXSOoFCX,https://api.spotify.com/v1/tracks/6tsVFchreYTt2OPXSOoFCX,https://api.spotify.com/v1/audio-analysis/6tsVFchreYTt2OPXSOoFCX,120000,4
Next Girl,Carly Pearce,2nkKBegmLjGjCZ0cP9xA09,0.585,0.872,11,-4.205,1,0.0643,0.16,0.0,0.0868,0.962,160.066,audio_features,2nkKBegmLjGjCZ0cP9xA09,spotify:track:2nkKBegmLjGjCZ0cP9xA09,https://api.spotify.com/v1/tracks/2nkKBegmLjGjCZ0cP9xA09,https://api.spotify.com/v1/audio-analysis/2nkKBegmLjGjCZ0cP9xA09,164678,4
All In,YoungBoy Never Broke Again,7CdoE8U5DwrwCaLoyf3ME0,0.511,0.654,8,-6.133,1,0.314,0.053,0.0,0.316,0.279,154.868,audio_features,7CdoE8U5DwrwCaLoyf3ME0,spotify:track:7CdoE8U5DwrwCaLoyf3ME0,https://api.spotify.com/v1/tracks/7CdoE8U5DwrwCaLoyf3ME0,https://api.spotify.com/v1/audio-analysis/7CdoE8U5DwrwCaLoyf3ME0,156663,4
Fuck The World,Rod Wave,6F4tgHJ5dE0pVWRPs3m1hs,0.701,0.711,8,-6.666,1,0.127,0.27,0.0,0.0911,0.419,160.0,audio_features,6F4tgHJ5dE0pVWRPs3m1hs,spotify:track:6F4tgHJ5dE0pVWRPs3m1hs,https://api.spotify.com/v1/tracks/6F4tgHJ5dE0pVWRPs3m1hs,https://api.spotify.com/v1/audio-analysis/6F4tgHJ5dE0pVWRPs3m1hs,140040,4
Betty (Get Money),Yung Gravy,4cacyP5c3PMlfnyjpg13xW,0.723,0.772,1,-6.784,1,0.0792,0.00524,1.15e-05,0.367,0.58,102.004,audio_features,4cacyP5c3PMlfnyjpg13xW,spotify:track:4cacyP5c3PMlfnyjpg13xW,https://api.spotify.com/v1/tracks/4cacyP5c3PMlfnyjpg13xW,https://api.spotify.com/v1/audio-analysis/4cacyP5c3PMlfnyjpg13xW,146471,4
Fifteen (Taylor's Version),Taylor Swift,2nqio0SfWg6gh2eCtfuMa5,0.559,0.646,7,-4.61,1,0.0272,0.116,0.0,0.32,0.289,95.466,audio_features,2nqio0SfWg6gh2eCtfuMa5,spotify:track:2nqio0SfWg6gh2eCtfuMa5,https://api.spotify.com/v1/tracks/2nqio0SfWg6gh2eCtfuMa5,https://api.spotify.com/v1/audio-analysis/2nqio0SfWg6gh2eCtfuMa5,294419,4
Met Gala,Gunna,4loM16743hROPC6uIJG6wM,0.873,0.577,1,-9.151,1,0.271,0.353,0.0,0.111,0.956,117.089,audio_features,4loM16743hROPC6uIJG6wM,spotify:track:4loM16743hROPC6uIJG6wM,https://api.spotify.com/v1/tracks/4loM16743hROPC6uIJG6wM,https://api.spotify.com/v1/audio-analysis/4loM16743hROPC6uIJG6wM,149133,4
Sharing Locations,Meek Mill feat. Lil Baby ,3J4VKkUpLvomXJbn9ZAypO,0.681,0.63,1,-5.585,1,0.0385,0.00383,0.0,0.139,0.183,151.951,audio_features,3J4VKkUpLvomXJbn9ZAypO,spotify:track:3J4VKkUpLvomXJbn9ZAypO,https://api.spotify.com/v1/tracks/3J4VKkUpLvomXJbn9ZAypO,https://api.spotify.com/v1/audio-analysis/3J4VKkUpLvomXJbn9ZAypO,161053,4
Snitches & Rats,21 Savage ,3WaDoMDQRqDdgtCDLxanpN,0.821,0.671,9,-5.893,1,0.18,0.00843,8.5e-05,0.0972,0.494,145.953,audio_features,3WaDoMDQRqDdgtCDLxanpN,spotify:track:3WaDoMDQRqDdgtCDLxanpN,https://api.spotify.com/v1/tracks/3WaDoMDQRqDdgtCDLxanpN,https://api.spotify.com/v1/audio-analysis/3WaDoMDQRqDdgtCDLxanpN,187773,4
Jaded,Miley Cyrus,3AAY8YicetRPlDAkibHLiS,0.496,0.593,4,-5.154,1,0.0285,0.0476,0.0,0.0909,0.177,91.038,audio_features,3AAY8YicetRPlDAkibHLiS,spotify:track:3AAY8YicetRPlDAkibHLiS,https://api.spotify.com/v1/tracks/3AAY8YicetRPlDAkibHLiS,https://api.spotify.com/v1/audio-analysis/3AAY8YicetRPlDAkibHLiS,185933,4
CHAMPION,DaBaby,19eeh4pgEGHdSTc26U1y89,0.828,0.538,0,-6.067,0,0.341,0.071,0.0,0.116,0.56,145.071,audio_features,19eeh4pgEGHdSTc26U1y89,spotify:track:19eeh4pgEGHdSTc26U1y89,https://api.spotify.com/v1/tracks/19eeh4pgEGHdSTc26U1y89,https://api.spotify.com/v1/audio-analysis/19eeh4pgEGHdSTc26U1y89,132813,4
P*$$y Fairy (OTW),Jhene Aiko,48KXAIruJ07kJVCWOGohMV,0.572,0.519,2,-7.092,0,0.212,0.536,0.0,0.102,0.35,128.331,audio_features,48KXAIruJ07kJVCWOGohMV,spotify:track:48KXAIruJ07kJVCWOGohMV,https://api.spotify.com/v1/tracks/48KXAIruJ07kJVCWOGohMV,https://api.spotify.com/v1/audio-analysis/48KXAIruJ07kJVCWOGohMV,181860,4
Too Comfortable,Future,0biVzpdI2z0vAxwfU9xuuA,0.935,0.472,3,-9.304,0,0.0575,0.0455,0.0,0.19,0.659,130.041,audio_features,0biVzpdI2z0vAxwfU9xuuA,spotify:track:0biVzpdI2z0vAxwfU9xuuA,https://api.spotify.com/v1/tracks/0biVzpdI2z0vAxwfU9xuuA,https://api.spotify.com/v1/audio-analysis/0biVzpdI2z0vAxwfU9xuuA,236819,4
Here With Me,d4vd,78Sw5GDo6AlGwTwanjXbGh,0.574,0.469,4,-8.209,1,0.0254,0.534,9.21e-05,0.128,0.288,132.023,audio_features,78Sw5GDo6AlGwTwanjXbGh,spotify:track:78Sw5GDo6AlGwTwanjXbGh,https://api.spotify.com/v1/tracks/78Sw5GDo6AlGwTwanjXbGh,https://api.spotify.com/v1/audio-analysis/78Sw5GDo6AlGwTwanjXbGh,242485,4
Budget,Megan Thee Stallion feat. Latto,3BFxkzhkESwALQxjxOVFgJ,0.922,0.858,1,-4.185,1,0.251,0.00451,0.0,0.124,0.915,145.033,audio_features,3BFxkzhkESwALQxjxOVFgJ,spotify:track:3BFxkzhkESwALQxjxOVFgJ,https://api.spotify.com/v1/tracks/3BFxkzhkESwALQxjxOVFgJ,https://api.spotify.com/v1/audio-analysis/3BFxkzhkESwALQxjxOVFgJ,201979,4
Go Stupid,Polo G feat. NLE Choppa ,0L8OsjxbagaGkJI0PezdRg,0.922,0.813,1,-3.268,1,0.251,0.0198,0.0,0.0539,0.724,141.087,audio_features,0L8OsjxbagaGkJI0PezdRg,spotify:track:0L8OsjxbagaGkJI0PezdRg,https://api.spotify.com/v1/tracks/0L8OsjxbagaGkJI0PezdRg,https://api.spotify.com/v1/audio-analysis/0L8OsjxbagaGkJI0PezdRg,165726,4
Barbarian,Lil Durk,6DPEzXUB3ZVzT2NDh7MkJt,0.645,0.678,8,-8.343,1,0.409,0.0389,0.0,0.11,0.158,98.016,audio_features,6DPEzXUB3ZVzT2NDh7MkJt,spotify:track:6DPEzXUB3ZVzT2NDh7MkJt,https://api.spotify.com/v1/tracks/6DPEzXUB3ZVzT2NDh7MkJt,https://api.spotify.com/v1/audio-analysis/6DPEzXUB3ZVzT2NDh7MkJt,149244,4
Quicksand,Morray,4iCZ6Cr76For1TuHUQ90r8,0.901,0.656,4,-7.452,0,0.277,0.0807,0.0,0.181,0.599,119.956,audio_features,4iCZ6Cr76For1TuHUQ90r8,spotify:track:4iCZ6Cr76For1TuHUQ90r8,https://api.spotify.com/v1/tracks/4iCZ6Cr76For1TuHUQ90r8,https://api.spotify.com/v1/audio-analysis/4iCZ6Cr76For1TuHUQ90r8,224933,4
Wrapped Around Your Finger,Post Malone,6Kfoo60npYPdvNxMPMiDpX,0.744,0.628,2,-5.435,1,0.0287,0.0493,0.0,0.317,0.539,119.966,audio_features,6Kfoo60npYPdvNxMPMiDpX,spotify:track:6Kfoo60npYPdvNxMPMiDpX,https://api.spotify.com/v1/tracks/6Kfoo60npYPdvNxMPMiDpX,https://api.spotify.com/v1/audio-analysis/6Kfoo60npYPdvNxMPMiDpX,193565,4
Crocodile Teeth,Nicki Minaj ,2nxy7TbWDWOBm2bseZJX2A,0.635,0.634,1,-8.91,0,0.356,0.195,0.000107,0.198,0.224,107.008,audio_features,2nxy7TbWDWOBm2bseZJX2A,spotify:track:2nxy7TbWDWOBm2bseZJX2A,https://api.spotify.com/v1/tracks/2nxy7TbWDWOBm2bseZJX2A,https://api.spotify.com/v1/audio-analysis/2nxy7TbWDWOBm2bseZJX2A,217883,4
All I Want,Olivia Rodrigo,4Yxc55NX3tAXC2mHRAhtcW,0.376,0.43,0,-6.585,0,0.0328,0.0902,0.0,0.0912,0.129,77.599,audio_features,4Yxc55NX3tAXC2mHRAhtcW,spotify:track:4Yxc55NX3tAXC2mHRAhtcW,https://api.spotify.com/v1/tracks/4Yxc55NX3tAXC2mHRAhtcW,https://api.spotify.com/v1/audio-analysis/4Yxc55NX3tAXC2mHRAhtcW,177323,3
Hope That's True,Morgan Wallen,2Ej3iV0nulryy9S3UQvjSx,0.586,0.838,5,-4.892,1,0.0367,0.163,0.00016,0.0858,0.776,150.114,audio_features,2Ej3iV0nulryy9S3UQvjSx,spotify:track:2Ej3iV0nulryy9S3UQvjSx,https://api.spotify.com/v1/tracks/2Ej3iV0nulryy9S3UQvjSx,https://api.spotify.com/v1/audio-analysis/2Ej3iV0nulryy9S3UQvjSx,186465,4
Love Is A Game,Adele,2j3GxEsbNYNeEzz86wDY4J,0.269,0.591,10,-5.79,0,0.0416,0.453,0.000695,0.0702,0.228,183.793,audio_features,2j3GxEsbNYNeEzz86wDY4J,spotify:track:2j3GxEsbNYNeEzz86wDY4J,https://api.spotify.com/v1/tracks/2j3GxEsbNYNeEzz86wDY4J,https://api.spotify.com/v1/audio-analysis/2j3GxEsbNYNeEzz86wDY4J,403044,4
Girl Like Me,Jazmine Sullivan feat. H.E.R.,2sXydP9vPEYUH4uAWotuGu,0.5,0.638,6,-4.007,0,0.0756,0.66,0.0,0.366,0.698,81.145,audio_features,2sXydP9vPEYUH4uAWotuGu,spotify:track:2sXydP9vPEYUH4uAWotuGu,https://api.spotify.com/v1/tracks/2sXydP9vPEYUH4uAWotuGu,https://api.spotify.com/v1/audio-analysis/2sXydP9vPEYUH4uAWotuGu,224880,4
Bloody Valentine,Machine Gun Kelly,6mADjHs6FXdroPzEGW6KVJ,0.533,0.858,2,-4.212,1,0.0766,0.00021,0.0,0.148,0.506,160.057,audio_features,6mADjHs6FXdroPzEGW6KVJ,spotify:track:6mADjHs6FXdroPzEGW6KVJ,https://api.spotify.com/v1/tracks/6mADjHs6FXdroPzEGW6KVJ,https://api.spotify.com/v1/audio-analysis/6mADjHs6FXdroPzEGW6KVJ,205159,4
America Has A Problem,Beyonce,2XMAWynSTIst5KmLSv0Npf,0.789,0.614,1,-6.491,1,0.0579,0.00348,0.00152,0.283,0.108,126.035,audio_features,2XMAWynSTIst5KmLSv0Npf,spotify:track:2XMAWynSTIst5KmLSv0Npf,https://api.spotify.com/v1/tracks/2XMAWynSTIst5KmLSv0Npf,https://api.spotify.com/v1/audio-analysis/2XMAWynSTIst5KmLSv0Npf,198898,4
Gravity,Brent Faiyaz ,3zakx7RAwdkUQlOoQ7SJRt,0.541,0.619,1,-8.746,0,0.254,0.167,0.00633,0.144,0.491,163.908,audio_features,3zakx7RAwdkUQlOoQ7SJRt,spotify:track:3zakx7RAwdkUQlOoQ7SJRt,https://api.spotify.com/v1/tracks/3zakx7RAwdkUQlOoQ7SJRt,https://api.spotify.com/v1/audio-analysis/3zakx7RAwdkUQlOoQ7SJRt,214693,4
Run (Taylor's Version) (From The Vault),Taylor Swift feat. Ed Sheeran,4IQkfUsrwXol38VV3U7t7T,0.61,0.488,3,-6.918,1,0.0293,0.817,0.0,0.312,0.443,125.039,audio_features,4IQkfUsrwXol38VV3U7t7T,spotify:track:4IQkfUsrwXol38VV3U7t7T,https://api.spotify.com/v1/tracks/4IQkfUsrwXol38VV3U7t7T,https://api.spotify.com/v1/audio-analysis/4IQkfUsrwXol38VV3U7t7T,240227,4
Wunna,Gunna,0y7Ao3CVJsyKFmqdjutiIF,0.89,0.455,0,-9.0,1,0.255,0.0217,0.0058,0.11,0.313,148.009,audio_features,0y7Ao3CVJsyKFmqdjutiIF,spotify:track:0y7Ao3CVJsyKFmqdjutiIF,https://api.spotify.com/v1/tracks/0y7Ao3CVJsyKFmqdjutiIF,https://api.spotify.com/v1/audio-analysis/0y7Ao3CVJsyKFmqdjutiIF,158240,4
Me Fui de Vacaciones,Bad Bunny,28GCbKgjlVD9eDmasGbe0T,0.714,0.645,10,-5.493,1,0.0514,0.229,0.00083,0.0942,0.434,85.046,audio_features,28GCbKgjlVD9eDmasGbe0T,spotify:track:28GCbKgjlVD9eDmasGbe0T,https://api.spotify.com/v1/tracks/28GCbKgjlVD9eDmasGbe0T,https://api.spotify.com/v1/audio-analysis/28GCbKgjlVD9eDmasGbe0T,180930,4
No Secret,DJ Khaled feat. Drake,510mvRgE4jLSsJcBh2pH0j,0.398,0.626,1,-4.164,0,0.0367,0.195,2.55e-05,0.16,0.0404,106.733,audio_features,510mvRgE4jLSsJcBh2pH0j,spotify:track:510mvRgE4jLSsJcBh2pH0j,https://api.spotify.com/v1/tracks/510mvRgE4jLSsJcBh2pH0j,https://api.spotify.com/v1/audio-analysis/510mvRgE4jLSsJcBh2pH0j,47354,3
ICU,Coco Jones,58cMDjQSUdWJUgFmHxRhjt,0.584,0.453,8,-6.682,1,0.0661,0.753,0.0,0.111,0.328,124.913,audio_features,58cMDjQSUdWJUgFmHxRhjt,spotify:track:58cMDjQSUdWJUgFmHxRhjt,https://api.spotify.com/v1/tracks/58cMDjQSUdWJUgFmHxRhjt,https://api.spotify.com/v1/audio-analysis/58cMDjQSUdWJUgFmHxRhjt,241624,3
Maldita Pobreza,Bad Bunny,0Lsis3LB0XAK6XlTHXaJk2,0.762,0.861,4,-4.075,0,0.0652,0.139,1.08e-06,0.0956,0.588,133.037,audio_features,0Lsis3LB0XAK6XlTHXaJk2,spotify:track:0Lsis3LB0XAK6XlTHXaJk2,https://api.spotify.com/v1/tracks/0Lsis3LB0XAK6XlTHXaJk2,https://api.spotify.com/v1/audio-analysis/0Lsis3LB0XAK6XlTHXaJk2,213609,4
Dorothea,Taylor Swift,66tOfHVH3aUrscg8vExRV4,0.605,0.488,4,-8.322,1,0.0264,0.696,0.0,0.129,0.354,119.966,audio_features,66tOfHVH3aUrscg8vExRV4,spotify:track:66tOfHVH3aUrscg8vExRV4,https://api.spotify.com/v1/tracks/66tOfHVH3aUrscg8vExRV4,https://api.spotify.com/v1/audio-analysis/66tOfHVH3aUrscg8vExRV4,225880,4
She's All I Wanna Be,Tate McRae,7l9IqDtVWJurTvkQHq1BGh,0.602,0.626,2,-5.323,0,0.0396,0.0129,9.02e-06,0.144,0.619,160.118,audio_features,7l9IqDtVWJurTvkQHq1BGh,spotify:track:7l9IqDtVWJurTvkQHq1BGh,https://api.spotify.com/v1/tracks/7l9IqDtVWJurTvkQHq1BGh,https://api.spotify.com/v1/audio-analysis/7l9IqDtVWJurTvkQHq1BGh,207120,4
NDA,Billie Eilish,38GBNKZUhfBkk3oNlWzRYd,0.765,0.373,8,-9.921,1,0.0713,0.341,0.525,0.112,0.554,85.016,audio_features,38GBNKZUhfBkk3oNlWzRYd,spotify:track:38GBNKZUhfBkk3oNlWzRYd,https://api.spotify.com/v1/tracks/38GBNKZUhfBkk3oNlWzRYd,https://api.spotify.com/v1/audio-analysis/38GBNKZUhfBkk3oNlWzRYd,195777,4
Champagne Night,Lady A,48F2xnWq3LuzYWML327Z2r,0.523,0.927,4,-2.796,1,0.0489,0.0272,5.98e-06,0.168,0.939,149.929,audio_features,48F2xnWq3LuzYWML327Z2r,spotify:track:48F2xnWq3LuzYWML327Z2r,https://api.spotify.com/v1/tracks/48F2xnWq3LuzYWML327Z2r,https://api.spotify.com/v1/audio-analysis/48F2xnWq3LuzYWML327Z2r,185070,4
Let It Go,DJ Khaled feat. Justin Bieber ,1cEhrSF6EylAEqdhUGuNpX,0.877,0.444,8,-7.547,1,0.172,0.24,0.0,0.169,0.658,129.06,audio_features,1cEhrSF6EylAEqdhUGuNpX,spotify:track:1cEhrSF6EylAEqdhUGuNpX,https://api.spotify.com/v1/tracks/1cEhrSF6EylAEqdhUGuNpX,https://api.spotify.com/v1/audio-analysis/1cEhrSF6EylAEqdhUGuNpX,165527,4
